time_s,Fp1,Fp2,F3,F4,C3,C4,O1,O2
3.9844,-6.654,6.723,-12.605,14.705,-9.877,-3.687,6.956,2.855
3.9883,-12.928,8.651,-20.751,23.25,-8.498,-1.148,3.477,2.314
3.9922,-10.575,9.038,-18.457,19.209,-11.943,-2.327,3.228,-0.64
3.9961,-11.661,5.44,-20.472,16.464,-11.726,-4.316,2.83,-0.591
4.0,-9.777,1.73,-17.604,17.461,-18.696,-3.048,4.701,-5.796
4.0039,-9.601,4.099,-20.119,16.076,-12.375,-3.551,7.373,-4.502
4.0078,-11.931,-5.687,-22.039,17.375,-20.213,-3.392,6.555,-1.005
4.0117,-13.644,-9.377,-19.081,13.876,-20.076,-8.969,8.466,-3.433
4.0156,-11.275,-13.935,-17.345,15.694,-18.464,-7.972,7.349,-3.471
4.0195,-11.902,-8.628,-10.025,11.406,-12.656,-10.034,5.423,-1.533
4.0234,-8.941,-10.1,-9.65,12.945,-11.803,-13.346,3.905,1.835
4.0273,-5.573,-7.943,-7.749,9.236,-9.733,-13.436,6.232,4.769
4.0312,-8.584,-16.323,-13.152,7.844,-8.801,-14.76,5.51,6.96
4.0352,-7.063,-10.829,-6.497,5.148,-9.119,-12.607,6.622,6.44
4.0391,-8.986,-12.829,-0.527,2.645,-3.844,-14.274,8.368,9.918
4.043,-13.447,-9.899,-0.734,-1.699,-4.073,-16.455,3.597,10.479
4.0469,-9.985,-13.572,-6.781,-1.91,-2.088,-11.429,11.21,3.933
4.0508,-10.539,-7.164,-4.458,-3.451,-3.113,-14.342,8.134,5.32
4.0547,-11.983,-9.498,-7.277,-8.996,-8.923,-8.306,10.3,11.387
4.0586,-14.395,-12.518,-1.78,-6.63,-6.628,-8.232,8.025,13.092
4.0625,-15.215,-11.932,-3.833,-5.867,-3.918,-8.275,10.489,5.694
4.0664,-14.423,-14.491,-4.164,-5.827,-5.68,-7.904,5.897,11.496
4.0703,-11.096,-13.179,-0.997,-8.596,-5.187,-10.518,3.592,13.656
4.0742,-12.461,-12.105,-5.558,-8.144,-4.942,-8.111,2.367,9.969
4.0781,-8.542,-14.601,-2.587,-6.785,-0.05,-8.194,2.87,16.376
4.082,-11.861,-9.211,-0.563,-8.621,-1.517,-8.474,4.276,13.629
4.0859,-10.566,-8.27,1.274,-0.523,-3.078,-3.896,3.601,14.07
4.0898,-10.598,-11.106,-3.683,-2.23,-7.351,-5.946,3.076,10.473
4.0938,-5.603,-7.765,-0.157,-3.645,-7.256,-4.767,2.428,12.364
4.0977,-11.787,-8.334,2.27,-9.131,-11.125,-2.161,4.226,11.323
4.1016,-4.05,-7.709,-3.647,-9.149,-9.312,-0.468,7.601,13.37
4.1055,-4.745,-11.218,-1.093,-5.121,-15.001,-0.418,12.037,13.48
4.1094,-2.5,-13.42,-1.124,0.229,-14.245,-1.41,13.954,11.03
4.1133,-1.111,-10.324,3.824,-3.538,-12.524,-4.091,14.505,17.392
4.1172,2.327,-12.071,2.306,0.418,-6.751,-1.841,12.628,14.197
4.1211,4.688,-6.62,4.468,-2.444,-13.443,-0.631,13.437,13.653
4.125,11.427,-9.258,7.57,-2.078,-10.11,-1.514,13.045,12.364
4.1289,10.032,-10.198,3.385,-0.313,-5.515,-7.464,10.883,12.988
4.1328,14.003,-4.871,5.533,-3.628,-1.963,3.157,14.487,13.724
4.1367,9.987,-4.446,5.201,-4.598,-5.687,5.015,13.971,13.716
4.1406,10.383,-1.895,5.966,-1.386,-5.522,4.056,12.075,16.151
4.1445,8.021,1.526,7.407,-5.981,-8.015,8.458,12.773,12.004
4.1484,11.176,-0.518,5.19,-5.915,-8.359,10.297,14.557,7.994
4.1523,13.105,0.723,0.193,-10.633,-7.317,10.691,12.53,7.68
4.1562,9.337,-0.347,-0.213,-6.139,-9.563,17.165,13.033,6.11
4.1602,7.811,-3.794,1.452,-6.904,-8.012,13.278,15.653,6.34
4.1641,4.801,-2.311,-2.93,-4.837,-13.566,15.331,6.056,0.673
4.168,6.136,1.09,-0.082,-4.312,-8.41,13.891,5.112,1.084
4.1719,3.658,-0.726,-0.155,-5.229,-8.864,11.447,-0.151,-0.195
4.1758,5.181,-4.037,-0.006,-4.137,-7.815,13.278,-1.788,-2.895
4.1797,6.66,-5.29,-3.615,-4.66,-9.796,15.288,-2.692,1.565
4.1836,6.841,0.128,2.351,-1.239,-8.707,14.883,-6.383,-3.493
4.1875,7.256,-3.954,-1.409,-3.317,-5.261,12.85,-5.544,-7.254
4.1914,-1.617,-5.076,3.209,-6.685,-8.755,6.582,-5.879,-6.333
4.1953,1.492,-4.381,0.65,-8.89,-7.617,6.126,-7.671,-10.064
4.1992,-0.819,-7.727,0.748,-11.127,-9.039,8.649,-6.792,-10.231
4.2031,-1.184,-4.066,4.324,-7.89,-6.308,8.17,-10.458,-13.217
4.207,0.281,-10.465,4.509,-11.735,-8.223,6.721,-7.453,-8.63
4.2109,-0.12,-9.239,4.983,-8.421,-4.491,9.88,-6.349,-5.404
4.2148,0.984,-12.858,9.404,-8.559,-2.391,3.624,-6.668,-11.683
4.2188,2.028,-9.764,10.969,-9.668,0.381,1.734,-5.971,-7.164
4.2227,2.857,-11.096,14.526,-10.171,1.859,0.795,-7.593,-7.103
4.2266,5.113,-8.864,15.147,-12.362,6.96,-1.537,-7.328,2.842
4.2305,10.862,-8.125,19.5,-19.266,11.686,4.041,-2.983,2.578
4.2344,8.994,-6.83,17.426,-15.241,11.764,-2.275,-7.553,2.019
4.2383,7.663,-4.932,22.976,-14.654,12.264,-0.983,-8.227,-1.067
4.2422,8.45,-2.846,20.158,-13.78,17.179,-0.855,-7.035,-1.371
4.2461,10.335,4.65,20.524,-15.676,12.291,5.727,-8.198,1.523
4.25,9.845,1.216,20.419,-23.284,17.162,6.731,-4.474,-2.623
4.2539,8.666,3.968,16.722,-21.321,12.854,6.936,-6.359,-2.191
4.2578,12.344,4.227,14.243,-22.098,15.723,8.542,-3.311,0.474
4.2617,12.736,5.532,14.006,-13.176,14.618,13.933,-3.31,0.008
4.2656,10.743,5.28,15.94,-11.363,11.36,11.599,-3.009,-0.536
4.2695,12.738,8.83,12.905,-10.425,10.03,13.112,-4.516,-2.817
4.2734,14.76,9.811,13.256,-8.965,9.198,10.17,-9.755,0.009
4.2773,15.525,8.233,11.911,-4.558,12.232,12.092,-4.035,-3.127
4.2812,14.255,12.059,11.705,-2.425,13.659,12.686,-8.09,-0.33
4.2852,12.85,10.481,8.243,0.104,8.364,11.383,-8.404,-2.618
4.2891,11.047,10.318,11.032,0.738,8.131,12.215,-12.744,-4.427
4.293,6.844,15.4,6.07,0.056,2.812,9.802,-10.813,-6.05
4.2969,10.477,16.857,4.266,2.385,3.907,13.267,-6.428,-11.348
4.3008,6.968,16.367,2.127,2.651,1.137,14.492,-6.224,-12.697
4.3047,8.575,14.572,-2.335,1.701,2.217,15.614,-4.377,-15.042
4.3086,12.88,7.237,-2.87,3.407,0.082,14.699,-3.143,-16.009
4.3125,12.09,6.661,-1.441,8.619,-2.25,11.474,-6.777,-12.858
4.3164,14.174,12.763,3.349,11.182,-1.006,12.285,-5.106,-13.043
4.3203,12.24,6.998,2.483,6.697,0.054,8.543,-2.923,-14.482
4.3242,12.207,10.694,2.266,7.217,1.759,8.093,-3.675,-12.572
4.3281,14.851,8.136,5.55,7.912,8.77,7.835,-5.734,-6.008
4.332,14.78,9.591,5.809,7.923,7.021,4.741,-2.201,-6.278
4.3359,12.624,8.579,5.098,5.6,3.391,5.615,-8.32,-10.906
4.3398,12.182,12.174,0.948,9.425,6.229,5.938,-8.579,-10.736
4.3438,7.064,12.875,1.287,4.584,9.34,1.85,-3.401,-10.699
4.3477,6.967,12.653,4.534,2.498,6.502,2.39,-5.681,-13.779
4.3516,2.871,11.075,-0.829,3.306,11.502,3.185,-6.664,-14.381
4.3555,3.861,12.124,-4.041,-1.324,6.67,6.543,-5.92,-13.441
4.3594,0.581,7.238,-3.262,0.537,8.664,5.946,-8.435,-10.941
4.3633,-3.199,9.207,-2.544,-0.147,9.07,2.122,-8.603,-11.503
4.3672,-3.636,13.22,-4.779,3.243,8.087,2.751,-11.615,-15.87
4.3711,-4.076,10.728,-2.452,1.115,5.661,-0.181,-14.323,-13.144
4.375,-4.534,9.223,-1.056,5.788,8.122,0.73,-18.043,-12.825
4.3789,-1.406,6.763,-5.815,5.632,13.291,1.447,-15.832,-13.365
4.3828,-7.189,1.981,-3.933,5.167,9.03,-2.574,-17.929,-11.209
4.3867,-10.139,2.573,-6.052,6.345,11.292,-6.286,-19.445,-13.535
4.3906,-16.11,7.821,-5.252,8.076,7.059,-5.385,-15.195,-9.703
4.3945,-14.793,3.892,-4.142,3.278,7.383,-8.172,-12.568,-9.571
4.3984,-13.444,3.595,-2.532,4.559,4.143,-9.372,-10.826,-13.027
4.4023,-13.649,3.001,-5.076,4.755,5.609,-10.655,-10.366,-11.962
4.4062,-8.908,-1.255,-6.26,0.203,4.598,-10.036,-9.355,-6.592
4.4102,-11.418,-3.817,-4.165,6.481,6.082,-10.569,-7.125,-4.471
4.4141,-7.392,-2.538,-4.589,3.124,5.576,-10.73,-5.301,-7.472
4.418,-7.703,-3.958,1.018,6.812,7.213,-13.695,-6.276,-3.457
4.4219,-4.786,-2.642,4.311,4.421,7.286,-12.641,-1.499,-0.308
4.4258,-2.169,-1.683,2.671,9.022,8.592,-15.144,-6.096,1.89
4.4297,-0.236,1.777,2.352,3.609,12.115,-14.737,-0.22,7.543
4.4336,3.451,1.35,3.217,2.814,9.566,-14.927,3.958,7.43
4.4375,-5.332,3.306,-1.768,6.461,12.584,-15.255,2.042,8.208
4.4414,-5.41,7.456,2.942,4.754,8.751,-13.162,4.489,8.52
4.4453,-2.611,8.579,6.738,1.296,7.186,-11.669,7.906,5.126
4.4492,-1.185,9.919,-2.266,4.209,7.781,-12.742,12.146,3.906
4.4531,0.25,11.579,-5.537,-0.843,5.285,-6.536,8.892,10.117
4.457,-0.772,11.12,-6.777,2.623,-0.103,1.24,10.076,6.755
4.4609,-3.519,8.595,-6.804,6.196,-1.609,-0.05,10.63,11.74
4.4648,-1.48,8.848,-8.846,11.688,0.295,-1.759,7.851,10.194
4.4688,-1.456,7.558,-15.449,14.724,-2.968,-1.034,6.059,4.287
4.4727,-2.612,7.779,-10.855,15.68,-6.926,-6.217,5.641,9.795
4.4766,-0.857,10.703,-8.431,14.349,-3.258,-1.511,9.341,7.324
4.4805,-3.195,8.972,-14.175,11.271,-6.362,1.015,5.746,4.14
4.4844,-7.049,7.733,-19.102,18.483,-9.391,-1.67,5.62,-0.875
4.4883,-7.172,6.518,-16.866,21.612,-12.837,-5.607,2.578,3.391
4.4922,-10.425,5.528,-20.31,20.902,-11.031,-3.9,5.077,-0.511
4.4961,-11.649,5.936,-15.937,18.038,-18.516,-1.208,7.931,-1.584
4.5,-8.923,4.354,-21.492,13.17,-17.113,-3.326,3.821,-3.573
4.5039,-16.878,0.936,-20.544,13.621,-15.938,-6.591,10.725,-5.179
4.5078,-15.172,-5.034,-22.482,18.621,-13.911,0.349,8.928,-3.31
4.5117,-15.017,-5.46,-20.319,12.367,-16.572,-8.808,7.928,-0.74
4.5156,-12.972,-9.928,-13.418,12.761,-18.915,-9.686,7.58,-2.373
4.5195,-11.356,-10.156,-13.046,15.663,-12.213,-14.162,6.563,-1.073
4.5234,-11.953,-11.473,-11.862,10.75,-14.964,-16.06,9.274,-1.002
4.5273,-9.515,-12.284,-11.379,6.919,-8.714,-15.543,7.062,5.145
4.5312,-9.19,-15.015,-11.561,10.338,-6.24,-13.267,7.602,5.156
4.5352,-3.759,-12.342,-8.866,6.363,-8.13,-11.808,5.686,10.334
4.5391,-6.737,-7.279,-4.469,2.383,-4.714,-15.177,7.85,6.904
4.543,-12.361,-12.261,-1.426,-2.255,-6.698,-16.179,4.189,7.235
4.5469,-12.66,-10.134,-4.208,0.604,-3.402,-12.112,7.081,12.082
4.5508,-14.234,-10.993,-0.69,-6.479,-7.586,-10.058,14.045,7.814
4.5547,-16.003,-12.047,-6.309,-5.088,-2.969,-8.391,4.468,8.5
4.5586,-13.104,-9.351,-5.678,-5.949,-4.963,-6.912,9.997,11.124
4.5625,-15.492,-14.568,-6.48,-7.773,-2.548,-7.604,8.748,6.382
4.5664,-13.518,-13.908,-0.647,-6.869,-5.029,-8.051,5.692,12.366
4.5703,-15.382,-15.195,3.13,-2.65,-1.571,-9.463,3.971,12.368
4.5742,-12.074,-12.694,-3.867,-2.616,-1.72,-6.995,3.701,12.743
4.5781,-9.119,-14.313,-1.109,-8.977,-2.2,-3.85,2.903,6.462
4.582,-8.645,-9.671,1.893,-3.243,-0.854,-6.88,3.883,13.466
4.5859,-9.323,-5.054,-3.311,-3.581,-2.493,-6.585,2.28,10.895
4.5898,-13.458,-10.437,1.333,-5.032,-5.14,-5.844,7.2,14.159
4.5938,-8.783,-11.795,3.049,-3.061,-12.193,-7.344,3.347,12.467
4.5977,-10.633,-6.003,0.407,-7.45,-10.415,-3.464,6.904,10.431
4.6016,-5.728,-9.82,0.357,-6.434,-6.284,-2.386,7.184,7.515
4.6055,-5.066,-7.365,1.971,-6.714,-12.457,-2.419,12.983,13.587
4.6094,-6.075,-12.217,2.641,-4.711,-9.343,0.999,14.096,10.523
4.6133,-1.98,-13.692,0.271,-2.284,-10.466,-1.193,13.749,14.786
4.6172,2.168,-12.299,1.702,-3.34,-12.953,-4.194,10.576,12.026
4.6211,6.221,-9.149,2.971,1.662,-13.832,-2.117,11.165,13.586
4.625,8.237,-9.805,7.814,-1.202,-8.76,-1.749,16.754,13.438
4.6289,14.009,-9.339,3.294,0.846,-1.793,1.346,12.84,18.862
4.6328,13.753,-7.723,5.47,-3.256,-7.228,3.08,16.201,17.831
4.6367,10.762,-8.252,6.318,-4.315,-7.68,2.933,12.832,18.469
4.6406,12.004,-2.555,5.238,-0.705,-8.921,3.714,16.17,13.751
4.6445,14.033,-4.428,6.27,-7.228,-4.91,6.485,12.535,10.936
4.6484,14.187,-0.101,9.211,-8.454,-7.824,9.767,12.361,10.411
4.6523,7.759,2.496,1.447,-7.822,-8.733,13.029,13.372,10.836
4.6562,7.639,0.602,-1.357,-11.427,-5.419,15.226,13.347,8.659
4.6602,11.174,-0.032,0.502,-6.029,-8.302,15.632,13.366,5.016
4.6641,4.914,-1.914,-0.788,-4.54,-12.192,17.439,9.4,-1.284
4.668,3.949,0.757,2.507,-2.037,-12.637,12.857,3.288,2.005
4.6719,5.871,0.649,0.561,-2.438,-6.626,18.056,2.126,-3.672
4.6758,7.848,-0.453,-0.377,-1.534,-7.352,14.197,-2.572,-1.127
4.6797,6.002,-0.323,-3.921,-3.995,-9.608,10.413,-1.009,-1.843
4.6836,2.902,-1.701,-3.71,-4.884,-10.314,12.758,-2.754,-5.737
4.6875,0.289,-4.652,-3.532,1.309,-9.89,12.948,-6.74,-4.523
4.6914,-1.868,-6.469,1.915,-6.746,-10.817,9.275,-8.038,-3.73
4.6953,-3.138,-2.993,-0.832,-8.384,-12.266,5.807,-5.85,-10.798
4.6992,3.257,-3.68,4.51,-6.543,-9.479,6.239,-9.157,-9.516
4.7031,-0.287,-4.731,1.958,-5.876,-8.088,9.323,-9.587,-6.136
4.707,1.189,-11.551,2.033,-9.053,-6.404,4.208,-5.808,-8.529
4.7109,-1.222,-13.786,2.878,-7.022,-1.305,3.171,-9.549,-11.039
4.7148,0.392,-12.042,9.126,-12.824,-3.666,4.486,-8.832,-8.683
4.7188,1.418,-12.765,9.938,-10.538,-0.595,0.204,-10.676,-6.911
4.7227,0.349,-15.381,12.572,-14.796,4.685,-2.572,-11.135,-2.665
4.7266,5.444,-9.82,18.847,-11.118,7.17,-2.637,-9.621,-0.109
4.7305,5.935,-13.268,18.401,-16.941,11.412,-4.083,-6.451,-5.441
4.7344,5.048,-9.967,18.343,-17.149,12.748,0.574,-5.534,-0.258
4.7383,6.465,-2.925,21.289,-14.476,13.083,-1.384,-5.796,1.249
4.7422,11.083,1.27,20.808,-14.937,18.905,-0.041,-6.717,-1.429
4.7461,8.656,-1.612,21.249,-19.367,16.016,3.295,-6.883,-7.37
4.75,12.066,2.371,17.268,-19.417,12.837,4.614,-9.325,-1.349
4.7539,10.8,4.045,20.815,-19.546,15.904,6.615,-2.17,0.464
4.7578,11.456,7.76,13.679,-19.397,12.83,6.291,-6.811,-0.594
4.7617,7.776,3.741,17.178,-18.405,14.095,11.898,-6.926,-2.253
4.7656,10.802,5.185,13.774,-12.259,9.631,11.034,-5.231,-1.214
4.7695,12.248,11.298,15.845,-9.9,10.249,9.257,-6.209,-1.252
4.7734,11.123,9.399,14.976,-7.51,13.827,8.215,-8.73,-2.769
4.7773,14.384,12.841,14.184,-6.695,15.457,11.095,-5.116,1.34
4.7812,14.159,9.085,8.295,-7.184,13.612,13.047,-7.462,-1.468
4.7852,10.555,12.34,10.594,-0.831,12.228,12.827,-9.383,-4.789
4.7891,7.762,10.467,11.108,-0.179,8.685,15.78,-6.736,-7.877
4.793,6.67,13.015,5.865,-0.211,6.11,13.58,-6.442,-8.84
4.7969,9.248,17.56,4.811,0.262,3.367,12.064,-7.503,-8.21
4.8008,10.334,15.214,1.422,-0.362,5.057,14.446,-8.114,-13.022
4.8047,8.579,12.8,-0.394,3.86,4.422,13.731,-5.693,-10.473
4.8086,10.326,9.604,2.626,1.273,0.958,13.457,-6.49,-11.782
4.8125,11.551,8.942,-2.388,4.365,-0.103,14.323,-3.975,-8.519
4.8164,12.436,9.418,-0.807,7.197,3.494,7.385,-7.013,-12.048
4.8203,15.887,11.058,5.771,11.424,1.881,6.805,-6.398,-13.707
4.8242,17.065,4.222,4.485,9.853,4.538,7.696,-5.327,-9.357
4.8281,13.329,7.846,7.338,3.928,7.573,5.55,-9.451,-7.515
4.832,17.943,9.75,1.806,9.652,7.546,4.254,-7.856,-8.824
4.8359,11.404,9.648,2.84,9.344,6.155,1.427,-6.815,-10.711
4.8398,12.004,11.857,1.333,3.31,8.231,-0.152,-6.741,-8.78
4.8438,7.922,13.137,2.564,-1.303,7.433,8.301,-8.116,-11.384
4.8477,5.439,12.94,-2.641,1.291,11.71,5.261,-7.378,-15.559
4.8516,1.233,12.121,0.058,2.033,10.083,4.616,-7.499,-12.255
4.8555,2.618,11.097,-2.859,2.757,7.192,7.458,-8.708,-14.038
4.8594,-2.544,11.961,-4.814,-1.028,9.115,4.717,-7.892,-16.154
4.8633,0.235,6.888,-5.339,5.863,7.612,4.331,-9.583,-14.57
4.8672,-0.131,7.841,-5.426,-0.868,9.805,0.57,-12.631,-11.834
4.8711,-5.302,8.394,-1.436,3.357,7.361,-2.816,-14.139,-11.649
4.875,-3.389,10.907,-5.252,3.458,10.385,-5.844,-14.885,-10.918
4.8789,-6.4,6.334,-2.471,7.097,10.753,-5.774,-14.998,-10.81
4.8828,-8.249,7.776,0.191,8.317,10.756,-1.444,-18.137,-9.423
4.8867,-8.103,7.681,-0.852,8.454,7.57,-6.866,-20.625,-10.809
4.8906,-11.992,5.128,-6.295,3.852,9.072,-5.608,-15.185,-14.24
4.8945,-9.526,5.05,-4.089,7.275,7.936,-6.278,-16.137,-14.487
4.8984,-13.882,4.336,-2.644,5.169,9.486,-8.859,-16.62,-13.42
4.9023,-10.279,2.821,-4.572,0.014,6.805,-9.529,-11.111,-7.861
4.9062,-11.477,2.578,-7.762,-0.366,5.525,-8.841,-6.688,-6.547
4.9102,-9.497,-0.901,-3.497,7.187,7.209,-11.047,-3.526,-9.063
4.9141,-10.864,-1.966,-2.315,6.112,3.801,-9.931,-5.611,-5.137
4.918,-7.926,-4.426,3.989,4.477,8.458,-10.964,-3.317,-3.966
4.9219,-5.091,-3.095,1.542,6.331,10.432,-13.393,-6.556,-0.501
4.9258,-3.664,4.167,5.165,6.887,12.967,-20.796,-2.096,2.36
4.9297,1.081,0.376,0.223,5.757,12.503,-16.46,-0.298,9.583
4.9336,1.314,0.265,0.414,3.01,10.652,-14.306,3.041,8.792
4.9375,0.494,6.525,3.732,9.966,10.646,-12.254,6.954,9.721
4.9414,1.667,6.826,4.036,7.59,9.74,-15.477,5.469,9.171
4.9453,1.374,10.019,-1.381,3.635,6.718,-13.756,4.843,6.048
4.9492,-1.964,10.199,-1.972,2.567,9.523,-5.007,6.583,8.236
4.9531,-0.384,10.001,-8.062,3.859,6.598,-5.637,14.771,10.405
4.957,-2.965,9.445,-8.626,2.436,1.429,-4.939,13.839,11.181
4.9609,-2.703,6.124,-8.421,7.992,4.279,-2.995,13.418,5.175
4.9648,-4.718,8.511,-11.666,7.422,-1.625,-0.225,10.239,3.213
4.9688,-0.276,9.714,-11.636,11.992,-5.324,-3.476,9.528,5.424
4.9727,-2.252,13.201,-14.241,11.138,-5.224,-1.827,5.612,7.335
4.9766,-3.218,9.336,-14.872,12.42,-0.986,-4.032,7.649,6.168
4.9805,-1.353,3.413,-11.904,19.417,-1.594,-5.028,4.021,6.791
4.9844,-10.267,6.634,-16.647,17.82,-5.623,1.421,4.839,1.568
4.9883,-12.596,11.435,-19.434,19.086,-7.909,-1.267,3.203,0.871
4.9922,-9.055,7.169,-18.378,14.411,-10.597,-3.74,-2.704,-4.966
4.9961,-11.53,2.922,-21.598,15.918,-13.471,-4.81,3.486,-2.732
5.0,-11.368,3.666,-21.609,16.471,-14.78,-0.914,3.798,-7.444
5.0039,-14.629,-2.37,-17.972,15.06,-15.099,-2.572,6.855,-0.226
5.0078,-12.383,-7.54,-21.051,10.445,-15.596,-2.093,8.202,0.654
5.0117,-8.636,-8.931,-15.445,15.615,-19.163,-7.468,11.43,-1.872
5.0156,-10.597,-10.202,-16.581,15.79,-15.759,-9.099,7.39,-4.69
5.0195,-10.507,-15.165,-13.325,16.346,-12.354,-11.283,6.45,0.399
5.0234,-9.816,-14.335,-9.462,10.302,-12.667,-15.088,6.551,5.755
5.0273,-8.334,-12.758,-14.434,4.798,-9.871,-14.829,7.765,5.915
5.0312,-11.727,-14.36,-7.408,5.289,-6.262,-15.707,7.428,9.75
5.0352,-8.159,-12.956,-6.462,3.247,-7.667,-13.591,7.093,7.527
5.0391,-8.65,-15.399,-1.721,4.62,-8.743,-17.047,7.594,6.63
5.043,-14.689,-10.083,-1.457,-5.396,-3.374,-13.015,1.249,7.685
5.0469,-13.256,-12.644,-5.354,-4.387,-5.695,-12.448,11.041,3.901
5.0508,-14.251,-6.815,-1.347,-3.578,-3.87,-11.481,11.458,12.955
5.0547,-14.117,-14.502,-5.399,-7.868,-4.859,-7.973,9.91,9.661
5.0586,-12.763,-14.625,-7.011,-5.944,-1.585,-8.194,6.704,11.686
5.0625,-17.666,-12.387,-3.927,-10.014,-3.141,-8.719,10.626,9.029
5.0664,-12.119,-9.631,-3.034,-9.047,-5.422,-7.16,4.76,6.779
5.0703,-10.673,-11.39,2.012,-2.668,-6.429,-7.926,5.447,13.232
5.0742,-11.052,-10.053,0.338,-5.339,-3.429,-10.15,0.952,9.446
5.0781,-14.378,-10.861,-0.005,-5.016,-0.805,-9.493,7.859,13.914
5.082,-11.371,-12.987,1.165,-6.579,-2.052,-7.605,0.555,14.871
5.0859,-7.692,-11.634,1.769,-3.137,-3.863,-7.676,3.393,13.589
5.0898,-16.373,-12.127,1.767,-5.258,-5.66,-3.306,-1.089,10.342
5.0938,-11.188,-11.019,3.445,-1.211,-6.091,-5.395,3.768,10.063
5.0977,-11.392,-6.999,1.468,0.705,-8.533,-4.965,4.914,7.754
5.1016,-5.385,-10.612,-0.409,-4.533,-8.152,-5.133,10.797,11.539
5.1055,-6.395,-9.324,0.927,-6.387,-11.919,-0.1,10.266,11.742
5.1094,-2.515,-14.257,-1.438,-8.779,-6.001,-2.028,14.906,11.005
5.1133,-0.217,-11.836,0.462,-5.509,-12.447,-2.537,10.862,10.039
5.1172,5.11,-12.921,6.21,1.8,-11.094,-0.709,12.067,15.71
5.1211,4.589,-7.851,8.055,-3.543,-8.708,-2.046,12.146,9.968
5.125,9.271,-8.703,5.844,-2.931,-8.444,-7.23,14.373,11.269
5.1289,7.975,-5.874,5.131,-1.432,-5.933,-0.891,15.104,15.884
5.1328,14.119,-8.836,8.901,0.028,-5.51,1.668,16.363,16.098
5.1367,9.755,-5.596,7.714,-3.617,-7.92,2.473,15.255,17.778
5.1406,9.382,-5.311,6.875,-5.032,-6.049,4.979,15.475,14.689
5.1445,10.121,-1.682,5.066,-5.928,-10.638,2.862,12.112,11.089
5.1484,7.14,0.263,4.745,-9.352,-3.832,3.379,15.065,10.222
5.1523,10.672,-0.475,1.647,-10.41,-5.896,10.111,18.013,8.916
5.1562,11.427,-2.435,-1.815,-8.128,-6.968,15.187,11.095,10.832
5.1602,8.79,-4.039,-1.271,-7.081,-12.934,9.363,13.535,5.247
5.1641,3.853,-6.463,-0.736,-1.443,-11.938,13.759,10.615,1.068
5.168,6.347,-3.695,-1.123,-3.698,-7.411,10.36,8.401,0.781
5.1719,8.328,0.054,2.039,-1.916,-0.64,12.612,3.634,-6.032
5.1758,3.251,-4.542,2.697,-6.276,-4.996,16.587,-0.084,-1.262
5.1797,4.057,-4.915,1.586,-2.724,-4.436,12.233,-1.436,0.575
5.1836,5.956,0.38,-1.023,-4.604,-5.698,12.173,-5.878,-1.698
5.1875,2.178,-5.046,1.652,-2.12,-9.353,13.081,-7.468,-4.671
5.1914,0.38,-3.139,1.313,-2.315,-6.347,10.016,-11.253,-6.74
5.1953,2.34,-2.549,-0.579,-5.431,-10.376,8.367,-6.38,-7.967
5.1992,-0.369,-3.447,3.345,-2.859,-9.701,10.17,-7.941,-8.197
5.2031,0.434,-9.956,2.19,-6.27,-8.797,9.183,-9.531,-9.952
5.207,4.837,-10.141,7.708,-7.077,-3.527,8.294,-6.424,-10.887
5.2109,-0.672,-15.21,7.48,-7.492,-4.806,5.792,-4.965,-14.376
5.2148,-0.832,-8.069,9.304,-5.305,-2.931,2.72,-6.425,-7.201
5.2188,3.7,-15.813,12.045,-12.413,-0.291,2.483,-11.333,-6.842
5.2227,6.531,-13.705,14.87,-8.307,1.415,-1.853,-15.999,-5.227
5.2266,7.146,-12.651,14.463,-14.662,6.303,0.815,-8.33,-3.913
5.2305,7.491,-12.556,14.214,-14.975,9.371,-3.236,-10.024,2.029
5.2344,14.167,-5.371,17.068,-13.471,9.376,2.473,-6.501,0.94
5.2383,9.509,-0.783,19.91,-13.038,11.83,1.173,-5.748,1.32
5.2422,6.968,-3.331,16.579,-19.368,11.21,-0.907,-5.163,0.489
5.2461,10.577,-1.822,19.394,-20.074,15.349,3.619,-2.878,0.93
5.25,9.266,-1.444,18.407,-20.362,16.323,3.827,-2.137,-2.195
5.2539,9.472,3.471,16.243,-20.994,12.576,8.091,0.594,1.596
5.2578,11.016,3.565,13.515,-17.258,13.82,9.296,0.506,-0.986
5.2617,6.994,3.425,13.383,-9.343,16.914,10.898,-0.147,-1.63
5.2656,10.459,6.581,17.6,-12.55,10.419,12.759,-4.99,0.474
5.2695,14.616,8.991,15.555,-12.597,13.318,11.329,-9.317,-3.928
5.2734,13.209,10.795,12.387,-11.891,13.35,8.039,-2.863,-0.065
5.2773,12.513,10.765,11.754,-7.97,15.648,8.933,-8.061,-1.201
5.2812,12.012,9.836,9.919,-6.728,13.198,12.627,-5.929,-4.88
5.2852,10.833,14.014,6.907,-1.277,9.657,13.318,-9.985,-0.317
5.2891,9.5,13.812,5.877,0.728,8.071,11.155,-7.581,-5.007
5.293,8.283,16.903,8.404,-0.172,5.928,15.353,-14.463,-7.626
5.2969,10.908,17.461,3.902,4.821,4.191,13.906,-9.349,-8.423
5.3008,6.214,12.47,0.28,-0.452,0.793,11.718,-6.761,-8.376
5.3047,11.888,10.569,0.212,1.843,4.859,12.189,-3.667,-11.263
5.3086,9.514,9.591,-0.561,5.388,3.217,12.911,-1.453,-10.737
